word,happiness_average,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
filling,5.58,2,5,3,7,4.710571429,-0.515839387,0.379237288,4.126109766
fills,5.51,2,3,1,5,4.7142,-0.515839387,-1.620762712,2.126109766
film,6.56,1,3,2,4,3.90625,-1.515839387,-1.620762712,3.126109766
films,7.22,2,4,1,5,4.3904,-0.515839387,-0.620762712,2.126109766
filter,5.46,2,5,-2,6,6.827333333,-0.515839387,0.379237288,-0.873890234
filthy,2.82,3,4,2,6,5.057166667,0.484160613,-0.620762712,3.126109766
fin,5.24,1,2,1,3,5.314333333,-1.515839387,-2.620762712,2.126109766
final,5.02,3,4,1,5,5.627,0.484160613,-0.620762712,2.126109766
finale,6,4,5,0,6,6.806166667,1.484160613,0.379237288,1.126109766
finally,5.58,3,5,3,7,4.876285714,0.484160613,0.379237288,4.126109766
finals,5.5,4,5,0,6,5.743666667,1.484160613,0.379237288,1.126109766
finance,4.9,4,5,-1,7,6.620428571,1.484160613,0.379237288,0.126109766
financed,5.58,4,5,-2,8,6.3245,1.484160613,0.379237288,-0.873890234
financial,5.42,7,8,1,9,5.866555556,4.484160613,3.379237288,2.126109766
financing,5.64,6,8,1,9,5.485666667,3.484160613,3.379237288,2.126109766
find,6,2,3,0,4,5.049,-0.515839387,-1.620762712,1.126109766
finding,5.8,4,6,1,7,5.132285714,1.484160613,1.379237288,2.126109766
findings,5.52,4,7,0,8,5.281625,1.484160613,2.379237288,1.126109766
finds,5.94,2,4,-1,5,5.3046,-0.515839387,-0.620762712,0.126109766
fine,6.74,2,3,0,4,7.16125,-0.515839387,-1.620762712,1.126109766
finest,7.66,2,5,-2,6,7.338,-0.515839387,0.379237288,-0.873890234
finger,5.36,2,5,-2,6,6.107833333,-0.515839387,0.379237288,-0.873890234
fingers,5.58,2,6,-3,7,6.139142857,-0.515839387,1.379237288,-1.873890234
fingertips,5.98,4,8,-2,10,6.0925,1.484160613,3.379237288,-0.873890234
finish,6.72,3,5,2,6,5.888333333,0.484160613,0.379237288,3.126109766
finished,6.78,4,6,0,8,6.535625,1.484160613,1.379237288,1.126109766
finishing,6.22,4,8,3,9,5.673333333,1.484160613,3.379237288,4.126109766
finite,5.35,2,5,0,6,7.4445,-0.515839387,0.379237288,1.126109766
finna,4.82,2,3,1,5,6.1718,-0.515839387,-1.620762712,2.126109766
fire,3.8,2,3,-2,4,6.97075,-0.515839387,-1.620762712,-0.873890234
fired,2.3,2,3,-3,5,6.4272,-0.515839387,-1.620762712,-1.873890234
firefighters,6.66,6,11,-6,12,6.604833333,3.484160613,6.379237288,-4.873890234
firefox,6.34,4,6,-3,7,5.395428571,1.484160613,1.379237288,-1.873890234
fireplace,6,4,7,-3,9,6.387555556,1.484160613,2.379237288,-1.873890234
fires,4.26,2,4,-3,5,6.842,-0.515839387,-0.620762712,-1.873890234
fireworks,7.14,6,8,-3,9,5.648444444,3.484160613,3.379237288,-1.873890234
firm,5.32,3,3,0,4,4.39675,0.484160613,-1.620762712,1.126109766
firmly,5.54,3,5,2,6,3.931,0.484160613,0.379237288,3.126109766
firms,5.14,4,4,-1,5,4.7828,1.484160613,-0.620762712,0.126109766
first,6.82,2,4,-3,5,6.1128,-0.515839387,-0.620762712,-1.873890234
fiscal,4.6,3,5,-2,6,5.0825,0.484160613,0.379237288,-0.873890234
fish,6.58,3,3,0,4,5.40375,0.484160613,-1.620762712,1.126109766
fisher,5.44,4,5,-2,6,6.717333333,1.484160613,0.379237288,-0.873890234
fishing,6.18,4,6,1,7,5.335,1.484160613,1.379237288,2.126109766
fist,3.8,2,3,-2,4,6.14425,-0.515839387,-1.620762712,-0.873890234
fists,3.96,2,4,-3,5,6.1808,-0.515839387,-0.620762712,-1.873890234
fit,6.22,2,2,-1,3,6.083333333,-0.515839387,-2.620762712,0.126109766
fitness,6.92,4,5,-3,7,7.193571429,1.484160613,0.379237288,-1.873890234
fits,4.72,2,3,-2,4,6.14425,-0.515839387,-1.620762712,-0.873890234
fitted,5.78,2,3,-4,6,7.376833333,-0.515839387,-1.620762712,-2.873890234
five,5.24,2,3,-2,4,5.7185,-0.515839387,-1.620762712,-0.873890234
fix,6.28,2,2,-1,3,3.114666667,-0.515839387,-2.620762712,0.126109766
fixed,6.02,2,3,-3,5,5.2598,-0.515839387,-1.620762712,-1.873890234
fixing,6,4,5,0,6,4.179,1.484160613,0.379237288,1.126109766
fl,4.92,1,1,0,2,3.1265,-1.515839387,-3.620762712,1.126109766
fla,5.04,2,2,-1,3,4.806666667,-0.515839387,-2.620762712,0.126109766
flag,6.26,2,3,-2,4,4.10875,-0.515839387,-1.620762712,-0.873890234
flame,5.49,4,4,-1,5,5.9056,1.484160613,-0.620762712,0.126109766
flames,4.6,4,5,-2,6,5.975833333,1.484160613,0.379237288,-0.873890234
flash,5.98,3,4,-1,5,5.3682,0.484160613,-0.620762712,0.126109766
flashing,5.78,4,7,0,8,5.321375,1.484160613,2.379237288,1.126109766
flat,5.02,2,3,-2,4,5.869,-0.515839387,-1.620762712,-0.873890234
flatbush,5.06,5,6,-2,8,5.018375,2.484160613,1.379237288,-0.873890234
flavor,6.88,4,5,-2,6,4.815333333,1.484160613,0.379237288,-0.873890234
fled,3.98,2,2,-2,4,5.802,-0.515839387,-2.620762712,-0.873890234
flee,3.54,2,2,-2,4,7.91425,-0.515839387,-2.620762712,-0.873890234
fleet,5.04,2,3,-3,5,8.1426,-0.515839387,-1.620762712,-1.873890234
flesh,4.67,3,4,-1,5,6.2752,0.484160613,-0.620762712,0.126109766
flew,5.88,2,3,-2,4,5.32875,-0.515839387,-1.620762712,-0.873890234
flex,5.87,2,3,-2,4,4.77625,-0.515839387,-1.620762712,-0.873890234
flick,5.34,3,4,1,5,3.3546,0.484160613,-0.620762712,2.126109766
flickr,5.96,4,5,0,6,3.793333333,1.484160613,0.379237288,1.126109766
flies,3.6,2,4,-1,5,6.4496,-0.515839387,-0.620762712,0.126109766
flight,6.06,4,5,0,6,5.064,1.484160613,0.379237288,1.126109766
flights,5.98,4,6,-1,7,5.244428571,1.484160613,1.379237288,0.126109766
flip,5.02,1,3,2,4,3.787,-1.515839387,-1.620762712,3.126109766
flipmode,5,2,6,2,8,5.252,-0.515839387,1.379237288,3.126109766
flipped,4.82,2,4,1,7,4.861714286,-0.515839387,-0.620762712,2.126109766
flippin,5.71,1,5,5,7,4.398857143,-1.515839387,0.379237288,6.126109766
float,6.02,2,3,-1,5,6.1966,-0.515839387,-1.620762712,0.126109766
floating,6.4,4,6,0,8,5.839125,1.484160613,1.379237288,1.126109766
flood,2.42,2,2,1,5,5.104,-0.515839387,-2.620762712,2.126109766
floor,5.16,2,2,1,5,5.4508,-0.515839387,-2.620762712,2.126109766
floors,5.42,2,3,0,6,5.596833333,-0.515839387,-1.620762712,1.126109766
florence,5.92,4,5,-2,8,6.83525,1.484160613,0.379237288,-0.873890234
florida,6.7,4,5,-1,7,5.590428571,1.484160613,0.379237288,0.126109766
floss,5.55,2,2,-1,5,5.2828,-0.515839387,-2.620762712,0.126109766
flow,5.44,2,2,0,4,4.03,-0.515839387,-2.620762712,1.126109766
flower,7.88,2,4,-2,6,5.8015,-0.515839387,-0.620762712,-0.873890234
flowers,7.56,2,5,-3,7,5.876571429,-0.515839387,0.379237288,-1.873890234
flowing,6.3,4,5,1,7,4.55,1.484160613,0.379237288,2.126109766
flown,5.64,3,3,1,5,4.5738,0.484160613,-1.620762712,2.126109766
flows,5.78,2,2,-1,5,4.4894,-0.515839387,-2.620762712,0.126109766
floyd,5.26,2,3,1,5,3.9974,-0.515839387,-1.620762712,2.126109766
flu,2.4,1,2,1,3,3.003666667,-1.515839387,-2.620762712,2.126109766
fluid,6.06,2,4,1,5,4.046,-0.515839387,-0.620762712,2.126109766
flushing,4.06,4,7,2,8,4.64525,1.484160613,2.379237288,3.126109766
fly,6.32,1,2,1,3,2.742333333,-1.515839387,-2.620762712,2.126109766
flying,6.24,2,5,2,6,3.992833333,-0.515839387,0.379237288,3.126109766
fm,5.5,1,1,0,2,2.317,-1.515839387,-3.620762712,1.126109766
fml,4.74,1,2,1,3,2.886333333,-1.515839387,-2.620762712,2.126109766
fo,4.78,1,1,0,2,4.8675,-1.515839387,-3.620762712,1.126109766
focus,6.12,4,4,-1,5,4.3204,1.484160613,-0.620762712,0.126109766
focused,6.74,4,5,-3,7,5.508142857,1.484160613,0.379237288,-1.873890234
foe,3.5,2,2,-1,3,7.479,-0.515839387,-2.620762712,0.126109766
foes,3.43,2,3,-2,4,7.191,-0.515839387,-1.620762712,-0.873890234
fog,4.9,2,2,-1,3,3.916666667,-0.515839387,-2.620762712,0.126109766
foi,4.94,1,2,1,3,5.567,-1.515839387,-2.620762712,2.126109766
fold,4.94,2,2,0,4,4.50325,-0.515839387,-2.620762712,1.126109766
folk,5.98,1,2,2,4,3.633,-1.515839387,-2.620762712,3.126109766
folks,6.04,2,3,1,5,4.1718,-0.515839387,-1.620762712,2.126109766
follow,5.66,2,2,2,6,4.608666667,-0.515839387,-2.620762712,3.126109766
followed,5.46,2,3,0,8,5.575875,-0.515839387,-1.620762712,1.126109766
follower,5.28,2,4,0,8,5.792625,-0.515839387,-0.620762712,1.126109766
followers,5.64,2,5,-1,9,5.852,-0.515839387,0.379237288,0.126109766
following,5.38,4,5,3,9,4.820222222,1.484160613,0.379237288,4.126109766
follows,5.06,2,2,1,7,4.854142857,-0.515839387,-2.620762712,2.126109766
fone,4.96,2,3,0,4,7.2965,-0.515839387,-1.620762712,1.126109766
food,7.44,2,2,0,4,5.37375,-0.515839387,-2.620762712,1.126109766
foods,7.26,2,3,-1,5,5.5644,-0.515839387,-1.620762712,0.126109766
fool,3.3,1,1,2,4,5.31675,-1.515839387,-3.620762712,3.126109766
fooled,3.63,2,2,0,6,6.370333333,-0.515839387,-2.620762712,1.126109766
fooling,4.28,2,4,3,7,5.285285714,-0.515839387,-0.620762712,4.126109766
foolish,3.7,3,4,3,7,5.807714286,0.484160613,-0.620762712,4.126109766
fools,3.28,2,2,1,5,5.5188,-0.515839387,-2.620762712,2.126109766
foot,5.02,2,2,0,4,6.5745,-0.515839387,-2.620762712,1.126109766
footage,5.68,2,5,-3,7,7.026,-0.515839387,0.379237288,-1.873890234
football,6.34,3,4,0,8,5.500875,0.484160613,-0.620762712,1.126109766
footsteps,5.5,4,7,-3,9,6.959888889,1.484160613,2.379237288,-1.873890234
for,5.22,2,2,-1,3,5.240666667,-0.515839387,-2.620762712,0.126109766
forbidden,3.36,5,5,-3,9,5.793,2.484160613,0.379237288,-1.873890234
force,4,2,3,-3,5,6.2412,-0.515839387,-1.620762712,-1.873890234
forced,3.16,2,3,-4,6,5.909833333,-0.515839387,-1.620762712,-2.873890234
forces,4.18,2,4,-4,6,6.2555,-0.515839387,-0.620762712,-2.873890234
ford,5.62,2,3,-2,4,4.99375,-0.515839387,-1.620762712,-0.873890234
fordham,5.22,5,6,-1,7,5.234571429,2.484160613,1.379237288,0.126109766
forecast,5.92,2,6,-6,8,6.8445,-0.515839387,1.379237288,-4.873890234
foreign,5.68,5,6,-1,7,6.307714286,2.484160613,1.379237288,0.126109766
forest,6.68,2,5,-4,6,7.301166667,-0.515839387,0.379237288,-2.873890234
forests,7.45,2,6,-5,7,7.162,-0.515839387,1.379237288,-3.873890234
forever,6.46,2,6,-5,7,6.870142857,-0.515839387,1.379237288,-3.873890234
forex,5,2,4,-3,5,5.7148,-0.515839387,-0.620762712,-1.873890234
forget,3.22,2,4,-4,6,6.5825,-0.515839387,-0.620762712,-2.873890234
forgetting,3.82,4,7,-4,10,6.4281,1.484160613,2.379237288,-2.873890234
forgive,6.44,4,5,-3,7,5.483285714,1.484160613,0.379237288,-1.873890234
forgiven,6.8,5,6,-2,8,5.6415,2.484160613,1.379237288,-0.873890234
forgiveness,6.84,6,8,-5,11,6.408,3.484160613,3.379237288,-3.873890234
forgot,3.44,4,4,-2,6,5.716666667,1.484160613,-0.620762712,-0.873890234
forgotten,3.18,5,6,-3,9,6.978555556,2.484160613,1.379237288,-1.873890234
form,5.28,3,3,0,4,4.532,0.484160613,-1.620762712,1.126109766
forma,4.94,4,4,-1,5,5.259,1.484160613,-0.620762712,0.126109766
formal,5.62,5,5,0,6,5.053333333,2.484160613,0.379237288,1.126109766
format,5.56,4,5,-2,6,5.891833333,1.484160613,0.379237288,-0.873890234
formation,5.94,5,8,1,9,6.285888889,2.484160613,3.379237288,2.126109766
formed,5.58,4,4,-2,6,5.847166667,1.484160613,-0.620762712,-0.873890234
former,4.52,4,5,-2,6,6.136166667,1.484160613,0.379237288,-0.873890234
formerly,4.3,5,7,0,8,5.352,2.484160613,2.379237288,1.126109766
forming,5.56,4,6,1,7,4.836857143,1.484160613,1.379237288,2.126109766
forms,4.66,4,4,-1,5,4.891,1.484160613,-0.620762712,0.126109766
formula,5.68,4,5,1,7,4.725428571,1.484160613,0.379237288,2.126109766
forsaken,3.54,5,7,-2,8,6.304875,2.484160613,2.379237288,-0.873890234
fort,5.68,2,2,-2,4,6.1945,-0.515839387,-2.620762712,-0.873890234
forth,5.74,3,3,-1,5,6.1744,0.484160613,-1.620762712,0.126109766
forthcoming,6.1,6,9,1,11,5.390636364,3.484160613,4.379237288,2.126109766
fortune,7.3,4,4,-1,7,6.712428571,1.484160613,-0.620762712,0.126109766
forty,4.99,3,3,-1,5,5.3504,0.484160613,-1.620762712,0.126109766
forum,5.94,3,3,1,5,4.1772,0.484160613,-1.620762712,2.126109766
forward,6.1,2,6,-5,7,5.212714286,-0.515839387,1.379237288,-3.873890234
foster,5.12,2,5,-4,6,7.301166667,-0.515839387,0.379237288,-2.873890234
foto,5.26,3,3,0,4,6.5745,0.484160613,-1.620762712,1.126109766
fought,3.1,4,5,0,6,4.943,1.484160613,0.379237288,1.126109766
foul,2.94,1,3,2,4,4.1295,-1.515839387,-1.620762712,3.126109766
found,6.54,2,3,1,5,4.699,-0.515839387,-1.620762712,2.126109766
foundation,5.66,3,8,2,10,6.194,0.484160613,3.379237288,3.126109766
foundations,6.22,4,9,1,11,6.206090909,1.484160613,4.379237288,2.126109766
founded,6.28,2,3,-1,7,5.778571429,-0.515839387,-1.620762712,0.126109766
founder,5.88,2,4,-1,7,6.026285714,-0.515839387,-0.620762712,0.126109766
founding,5.78,4,6,2,8,4.903125,1.484160613,1.379237288,3.126109766
fountain,6.68,3,6,2,8,6.2725,0.484160613,1.379237288,3.126109766
four,5.2,2,3,0,4,4.62,-0.515839387,-1.620762712,1.126109766
fourteen,5.86,3,5,-2,8,7.461125,0.484160613,0.379237288,-0.873890234
fourth,5,3,4,0,6,5.605,0.484160613,-0.620762712,1.126109766
fox,5.46,2,2,-1,3,3.295,-0.515839387,-2.620762712,0.126109766
foxy,6.32,3,3,0,4,2.96475,0.484160613,-1.620762712,1.126109766
fr,4.92,0,0,-2,2,4.1075,-2.515839387,-4.620762712,-0.873890234
fraction,5.23,1,6,-2,8,6.18025,-1.515839387,1.379237288,-0.873890234
fragile,3.83,2,5,-3,7,6.012857143,-0.515839387,0.379237288,-1.873890234
fragments,4.63,4,7,-5,9,6.181888889,1.484160613,2.379237288,-3.873890234
frame,5.54,2,3,-3,5,6.298,-0.515839387,-1.620762712,-1.873890234
framework,5.94,5,7,-3,9,5.346222222,2.484160613,2.379237288,-1.873890234
france,6.32,2,3,-4,6,6.435833333,-0.515839387,-1.620762712,-2.873890234
frances,5.42,2,4,-5,7,6.420285714,-0.515839387,-0.620762712,-3.873890234
francis,5.32,4,5,-3,7,5.600857143,1.484160613,0.379237288,-1.873890234
francisco,5.6,5,7,-3,9,5.499444444,2.484160613,2.379237288,-1.873890234
frank,5.94,1,3,-1,5,4.7806,-1.515839387,-1.620762712,0.126109766
franklin,5.24,1,6,2,8,5.205375,-1.515839387,1.379237288,3.126109766
fraud,2.3,2,3,-3,5,4.6786,-0.515839387,-1.620762712,-1.873890234
freak,4.64,1,3,-3,5,5.9712,-1.515839387,-1.620762712,-1.873890234
freakin,4.66,1,4,-1,7,6.224428571,-1.515839387,-0.620762712,0.126109766
freaking,4.1,2,5,-2,8,5.69825,-0.515839387,0.379237288,-0.873890234
freaks,4.22,2,4,-4,6,6.0305,-0.515839387,-0.620762712,-2.873890234
freaky,4.64,1,4,-2,6,5.305,-1.515839387,-0.620762712,-0.873890234
fred,5.04,0,1,-4,4,6.2925,-2.515839387,-3.620762712,-2.873890234
frederick,5.06,3,5,-5,9,6.042111111,0.484160613,0.379237288,-3.873890234
free,7.96,0,1,-4,4,8.40475,-2.515839387,-3.620762712,-2.873890234
freedom,7.9,1,3,-3,7,6.826428571,-1.515839387,-1.620762712,-1.873890234
freelance,6.08,4,5,-5,9,7.560444444,1.484160613,0.379237288,-3.873890234
freely,7.1,1,3,-2,6,6.603,-1.515839387,-1.620762712,-0.873890234
freeway,5.86,1,4,-5,7,6.588571429,-1.515839387,-0.620762712,-3.873890234
freeze,4.08,0,3,-6,6,7.7325,-2.515839387,-1.620762712,-4.873890234
freezing,3.22,2,5,-4,8,6.177875,-0.515839387,0.379237288,-2.873890234
french,5.96,3,4,-2,6,6.090333333,0.484160613,-0.620762712,-0.873890234
frequency,5.6,5,7,-3,9,5.330777778,2.484160613,2.379237288,-1.873890234
frequent,5.78,4,6,-4,8,6.534625,1.484160613,1.379237288,-2.873890234
frequently,5.5,5,8,-2,10,5.8276,2.484160613,3.379237288,-0.873890234
fresh,7.26,1,3,-3,5,6.6676,-1.515839387,-1.620762712,-1.873890234
fri,6.18,1,1,-1,3,5.060333333,-1.515839387,-3.620762712,0.126109766
friday,6.88,3,4,-2,6,4.929166667,0.484160613,-0.620762712,-0.873890234
fridays,7.1,4,5,-3,7,5.128857143,1.484160613,0.379237288,-1.873890234
fridge,6.02,2,4,-4,6,5.691833333,-0.515839387,-0.620762712,-2.873890234
fried,5.7,2,2,-3,5,6.4272,-0.515839387,-2.620762712,-1.873890234
friedman,4.84,5,5,-2,8,6.18225,2.484160613,0.379237288,-0.873890234
friend,7.66,4,4,-2,6,6.480833333,1.484160613,-0.620762712,-0.873890234
friendly,7.66,5,6,0,8,5.6105,2.484160613,1.379237288,1.126109766
friends,7.92,4,5,-3,7,6.458857143,1.484160613,0.379237288,-1.873890234
friendship,7.96,5,8,0,10,6.0201,2.484160613,3.379237288,1.126109766
fries,6.52,2,3,-3,5,6.842,-0.515839387,-1.620762712,-1.873890234
fright,3.45,4,4,-2,6,5.391,1.484160613,-0.620762712,-0.873890234
frightened,3.2,6,7,-4,10,6.8752,3.484160613,2.379237288,-2.873890234
frm,4.96,1,1,-1,3,3.540333333,-1.515839387,-3.620762712,0.126109766
frog,5.26,2,2,-2,4,4.43425,-0.515839387,-2.620762712,-0.873890234
from,5.18,1,2,0,4,4.532,-1.515839387,-2.620762712,1.126109766
front,5.58,2,3,-1,5,6.3054,-0.515839387,-1.620762712,0.126109766
frontier,5.86,4,6,-2,8,7.14775,1.484160613,1.379237288,-0.873890234
frontin,4.69,3,5,1,7,6.463142857,0.484160613,0.379237288,2.126109766
frost,4.88,2,3,-3,5,6.221,-0.515839387,-1.620762712,-1.873890234
frown,3.24,3,3,-1,5,4.9662,0.484160613,-1.620762712,0.126109766
froze,4.16,2,3,-3,5,5.6996,-0.515839387,-1.620762712,-1.873890234
frozen,4.38,3,4,-2,6,5.8745,0.484160613,-0.620762712,-0.873890234
fruit,7.12,2,3,-1,5,5.399,-0.515839387,-1.620762712,0.126109766
fruits,7.31,2,4,-2,6,5.553666667,-0.515839387,-0.620762712,-0.873890234
frustrated,2.9,2,6,-8,10,6.6521,-0.515839387,1.379237288,-6.873890234
frustration,2.34,3,8,-3,11,6.435272727,0.484160613,3.379237288,-1.873890234
fry,5.62,1,1,-1,3,3.396333333,-1.515839387,-3.620762712,0.126109766
ft,4.86,0,0,-2,2,5.642,-2.515839387,-4.620762712,-0.873890234
ftw,4.94,0,1,-3,3,4.548,-2.515839387,-3.620762712,-1.873890234
fuck,4.14,3,3,0,4,2.135,0.484160613,-1.620762712,1.126109766
fucked,3.56,4,4,-2,6,4.249166667,1.484160613,-0.620762712,-0.873890234
fucker,3.33,4,5,-2,6,4.538166667,1.484160613,0.379237288,-0.873890234
fuckin,3.86,3,4,2,6,3.709166667,0.484160613,-0.620762712,3.126109766
fucking,4.64,4,5,1,7,3.467142857,1.484160613,0.379237288,2.126109766
fue,5.04,2,2,-1,3,5.896,-0.515839387,-2.620762712,0.126109766
fuego,5.16,3,4,-1,5,5.442,0.484160613,-0.620762712,0.126109766
fuel,5.4,3,3,0,4,5.42825,0.484160613,-1.620762712,1.126109766
fuera,4.64,2,4,-3,5,6.3684,-0.515839387,-0.620762712,-1.873890234
fui,5.08,1,2,1,3,3.984,-1.515839387,-2.620762712,2.126109766
fuk,4.4,1,2,1,3,1.919333333,-1.515839387,-2.620762712,2.126109766
fulfill,6.9,3,5,3,7,3.750714286,0.484160613,0.379237288,4.126109766
full,6.22,1,2,2,4,3.259,-1.515839387,-2.620762712,3.126109766
fully,6.18,1,3,3,5,3.002,-1.515839387,-1.620762712,4.126109766
fun,7.96,1,1,1,3,3.911666667,-1.515839387,-3.620762712,2.126109766
function,5.6,3,6,2,8,5.599375,0.484160613,1.379237288,3.126109766
functional,6.38,5,8,2,10,5.6987,2.484160613,3.379237288,3.126109766
functioning,6.46,4,9,3,11,5.502272727,1.484160613,4.379237288,4.126109766
functions,5.76,4,7,1,9,5.680222222,1.484160613,2.379237288,2.126109766
fund,6.04,2,2,0,4,3.997,-0.515839387,-2.620762712,1.126109766
fundamental,5.74,7,9,-1,11,6.114545455,4.484160613,4.379237288,0.126109766
funds,6.12,2,3,-1,5,4.463,-0.515839387,-1.620762712,0.126109766
funeral,2.1,3,5,-1,7,6.088,0.484160613,0.379237288,0.126109766
funk,4.78,1,2,2,4,3.12675,-1.515839387,-2.620762712,3.126109766
funky,5.72,1,3,3,5,2.8962,-1.515839387,-1.620762712,4.126109766
funniest,7.76,2,5,0,8,6.691875,-0.515839387,0.379237288,1.126109766
funny,7.92,1,1,3,5,4.0916,-1.515839387,-3.620762712,4.126109766
fur,5.34,2,2,-1,3,3.657666667,-0.515839387,-2.620762712,0.126109766
furnished,6.6,6,7,-1,9,6.007111111,3.484160613,2.379237288,0.126109766
furniture,6.04,6,8,-1,9,6.132333333,3.484160613,3.379237288,0.126109766
further,5.46,4,5,-3,7,6.401714286,1.484160613,0.379237288,-1.873890234
furthermore,5.45,6,9,-3,11,6.674,3.484160613,4.379237288,-1.873890234
fury,3.3,3,3,0,4,3.23675,0.484160613,-1.620762712,1.126109766
fuse,5.17,2,3,-2,4,6.00375,-0.515839387,-1.620762712,-0.873890234
fuss,4.12,2,2,-2,4,4.41,-0.515839387,-2.620762712,-0.873890234
future,6.76,4,5,-2,6,5.914833333,1.484160613,0.379237288,-0.873890234
futures,6.4,4,6,-3,7,5.973714286,1.484160613,1.379237288,-1.873890234
fyi,5.14,1,2,1,3,3.722666667,-1.515839387,-2.620762712,2.126109766
g,4.94,0,0,-1,1,2.015,-2.515839387,-4.620762712,0.126109766
ga,4.66,0,1,-2,2,5.091,-2.515839387,-3.620762712,-0.873890234
gaan,4.82,1,2,-2,4,6.2745,-1.515839387,-2.620762712,-0.873890234
gaat,4.55,0,2,-4,4,6.85125,-2.515839387,-2.620762712,-2.873890234
gaga,5.68,0,3,-4,4,5.091,-2.515839387,-1.620762712,-2.873890234
gah,4.54,1,2,-1,3,5.425333333,-1.515839387,-2.620762712,0.126109766
gail,5.14,1,3,0,4,5.29325,-1.515839387,-1.620762712,1.126109766
gain,6.4,1,3,0,4,5.97425,-1.515839387,-1.620762712,1.126109766
gained,6.44,2,4,-2,6,6.808666667,-0.515839387,-0.620762712,-0.873890234
gains,6.82,2,4,-1,5,6.0448,-0.515839387,-0.620762712,0.126109766
gak,4.52,1,2,-1,3,3.651333333,-1.515839387,-2.620762712,0.126109766
gal,5.69,1,2,-1,3,4.735666667,-1.515839387,-2.620762712,0.126109766
gallery,6.72,3,5,-1,7,5.556428571,0.484160613,0.379237288,0.126109766
gambling,4.16,4,7,0,8,4.229375,1.484160613,2.379237288,1.126109766
game,6.92,2,3,-2,4,6.3225,-0.515839387,-1.620762712,-0.873890234
games,7.32,2,4,-3,5,6.3234,-0.515839387,-0.620762712,-1.873890234
gaming,6.42,2,5,0,6,4.719666667,-0.515839387,0.379237288,1.126109766
ganas,5.06,2,4,-3,5,6.285,-0.515839387,-0.620762712,-1.873890234
gang,3.82,2,3,-2,4,4.7365,-0.515839387,-1.620762712,-0.873890234
gangsta,3.42,2,6,-5,7,6.070857143,-0.515839387,1.379237288,-3.873890234
gangstas,3.23,2,7,-6,8,6.102875,-0.515839387,2.379237288,-4.873890234
gangster,3.14,2,7,-6,8,6.62725,-0.515839387,2.379237288,-4.873890234
ganz,4.64,2,3,-2,4,4.25125,-0.515839387,-1.620762712,-0.873890234
gap,4.92,1,2,-1,3,4.037,-1.515839387,-2.620762712,0.126109766
garage,5.24,0,5,-6,6,6.508833333,-2.515839387,0.379237288,-4.873890234
garbage,3.18,0,5,-7,7,5.792142857,-2.515839387,0.379237288,-5.873890234
garcia,5.14,2,5,-4,6,5.680666667,-0.515839387,0.379237288,-2.873890234
garden,7.22,1,4,-4,6,6.6455,-1.515839387,-0.620762712,-2.873890234
gardening,6.94,2,7,-3,9,6.178111111,-0.515839387,2.379237288,-1.873890234
gardens,7.24,2,5,-5,7,6.6,-0.515839387,0.379237288,-3.873890234
garlic,6.12,2,5,-2,6,4.990333333,-0.515839387,0.379237288,-0.873890234
gary,5.1,1,3,-2,4,4.53575,-1.515839387,-1.620762712,-0.873890234
gas,4.76,0,2,-3,3,5.503,-2.515839387,-2.620762712,-1.873890234
gasoline,4.62,2,6,0,8,6.80725,-0.515839387,1.379237288,1.126109766
gat,4.78,0,2,-3,3,6.412666667,-2.515839387,-2.620762712,-1.873890234
gate,5.18,0,3,-4,4,7.985,-2.515839387,-1.620762712,-2.873890234
gates,5.28,0,4,-5,5,7.6534,-2.515839387,-0.620762712,-3.873890234
gather,5.94,2,5,-4,6,7.336833333,-0.515839387,0.379237288,-2.873890234
gathered,5.98,2,6,-6,8,7.622,-0.515839387,1.379237288,-4.873890234
gathering,6.48,4,8,-3,9,6.639,1.484160613,3.379237288,-1.873890234
gats,4.46,0,3,-4,4,6.39125,-2.515839387,-1.620762712,-2.873890234
gave,6.26,0,3,-4,4,5.9655,-2.515839387,-1.620762712,-2.873890234
gay,4.44,1,2,-1,3,4.052,-1.515839387,-2.620762712,0.126109766
gaza,4.44,0,1,-4,4,4.60575,-2.515839387,-3.620762712,-2.873890234
gaze,6.06,0,2,-4,4,5.7395,-2.515839387,-2.620762712,-2.873890234
